Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
1472,Ami Klin,A new way to diagnose autism,http://www.ted.com/talks/view/id/1472,"Early diagnosis of autism spectrum disorder can improve the lives of everyone affected, but the complex network of causes make it incredibly difficult to predict. At TEDxPeachtree, Ami Klin describes a new early detection method that uses eye-tracking technologies to gauge babies' social engagement skills and reliably measure their risk of developing autism.",TEDxPeachtree,0:19:44,11/2011,6/9/12,13.23612054
1238,Graham Hill,"Less stuff, more happiness",http://www.ted.com/talks/view/id/1238,"Writer and designer Graham Hill asks: Can having less stuff, in less room, lead to more happiness? He makes the case for taking up less space, and lays out three rules for editing your life.",TED2011,0:05:49,3/2011,10/5/11,15.10785873
2036,Simon Anholt,Which country does the most good for the world?,http://www.ted.com/talks/view/id/2036,"It's an unexpected side effect of globalization: problems that once would have stayed local--say, a bank lending out too much money--now have consequences worldwide. But still, countries operate independently, as if alone on the planet. Policy advisor Simon Anholt has dreamed up an unusual scale to get governments thinking outwardly: The Good Country Index. In a riveting and funny talk, he answers the question, ""Which country does the most good?"" The answer may surprise you (especially if you live in the US or China).",TEDSalon Berlin 2014,0:17:54,6/2014,7/2/14,15.21257397
1480,David R. Dow,Lessons from death row inmates,http://www.ted.com/talks/view/id/1480,"What happens before a murder? In looking for ways to reduce death penalty cases, David R. Dow realized that a surprising number of death row inmates had similar biographies. In this talk he proposes a bold plan, one that prevents murders in the first place.",TEDxAustin,0:18:16,2/2012,6/18/12,14.84797557
1266,Ben Kacyra,Ancient wonders captured in 3D,http://www.ted.com/talks/view/id/1266,"Ancient monuments give us clues to astonishing past civilizations -- but they're under threat from pollution, war, neglect. Ben Kacyra, who invented a groundbreaking 3D scanning system, is using his invention to scan and preserve the world's heritage in archival detail. (Watch to the end for a little demo.)",TEDGlobal 2011,0:12:20,7/2011,11/9/11,13.06319707
2804,Richard Browning,How I built a jet suit,http://www.ted.com/talks/view/id/2804,"We've all dreamed of flying  but for Richard Browning, flight is an obsession. He's built an Iron Man-like suit that leans on an elegant collaboration of mind, body and technology, bringing science fiction dreams a little closer to reality. Learn more about the trial and error process behind his invention and take flight with Browning in an unforgettable demo.",TED2017,0:07:08,4/2017,6/13/17,12.68767747
2612,Kelli Jean Drinkwater,Enough with the fear of fat,http://www.ted.com/talks/view/id/2612,"In a society obsessed with body image and marked by a fear of fat, Kelli Jean Drinkwater engages in radical body politics through art. She confronts the public's perception of bigger bodies by bringing them into spaces that were once off limits -- from fashion runways to the Sydney Festival -- and entices all of us to look again and rethink our biases. ""Unapologetic fat bodies can blow people's minds,"" she says.",TEDxSydney,0:12:20,5/2016,10/28/16,14.23197495
2398,Rodrigo Bijou,Governments don't understand cyber warfare. We need hackers,http://www.ted.com/talks/view/id/2398,"The Internet has transformed the front lines of war, and it's leaving governments behind. As security analyst Rodrigo Bijou shows, modern conflict is being waged online between non-state groups, activists and private corporations, and the digital landscape is proving to be fertile ground for the recruitment and radicalization of terrorists. Meanwhile, draconian surveillance programs are ripe for exploitation. Bijou urges governments to end mass surveillance programs and shut ""backdoors"" -- and he makes a bold call for individuals to step up.",TEDGlobal>London,0:09:28,6/2015,12/21/15,14.01313443
426,Kary Mullis,Play! Experiment! Discover!,http://www.ted.com/talks/view/id/426,"Biochemist Kary Mullis talks about the basis of modern science: the experiment. Sharing tales from the 17th century and from his own backyard-rocketry days, Mullis celebrates the curiosity, inspiration and rigor of good science in all its forms.",TED2002,0:29:32,2/2002,1/5/09,13.1773628
1001,Andrew Bird,A one-man orchestra of the imagination,http://www.ted.com/talks/view/id/1001,"Musical innovator Andrew Bird winds together his trademark violin technique with xylophone, vocals and sophisticated electronic looping. Add in his uncanny ability to whistle anything, and he becomes a riveting one-man orchestra.",TED2010,0:19:19,2/2010,11/5/10,14.00885613
1756,Andrew Solomon,"Love, no matter what",http://www.ted.com/talks/view/id/1756,"What is it like to raise a child who's different from you in some fundamental way (like a prodigy, or a differently abled kid, or a criminal)? In this quietly moving talk, writer Andrew Solomon shares what he learned from talking to dozens of parents -- asking them: What's the line between unconditional love and unconditional acceptance?",TEDMED 2013,0:23:27,4/2013,6/3/13,15.18751353
1267,Allan Jones,A map of the brain,http://www.ted.com/talks/view/id/1267,"How can we begin to understand the way the brain works? The same way we begin to understand a city: by making a map. In this visually stunning talk, Allan Jones shows how his team is mapping which genes are turned on in each tiny region, and how it all connects up.",TEDGlobal 2011,0:15:21,7/2011,11/10/11,13.83019028
1809,Shigeru Ban,Emergency shelters made from paper,http://www.ted.com/talks/view/id/1809,"Long before sustainability was a buzzword, architect Shigeru Ban was using ecologically sound building materials such as cardboard tubes. He uses them to build remarkable temporary structures for disaster-struck nations such as Haiti, Rwanda and Japan. Yet often, these buildings remain a beloved part of the landscape long after they have served their intended purpose.",TEDxTokyo,0:11:42,3/2013,8/13/13,14.25633766
2614,Christopher Soghoian,Your smartphone is a civil rights issue,http://www.ted.com/talks/view/id/2614,"The smartphone you use reflects more than just personal taste ... it could determine how closely you can be tracked, too. Privacy expert and TED Fellow Christopher Soghoian details a glaring difference between the encryption used on Apple and Android devices and urges us to pay attention to a growing digital security divide. ""If the only people who can protect themselves from the gaze of the government are the rich and powerful, that's a problem,"" he says. ""It's not just a cybersecurity problem -- it's a civil rights problem.""",TEDSummit,0:07:44,6/2016,10/31/16,14.04361459
1727,Taylor Wilson,My radical plan for small nuclear fission reactors,http://www.ted.com/talks/view/id/1727,"Taylor Wilson was 14 when he built a nuclear fusion reactor in his parents' garage. Now 19, he returns to the TED stage to present a new take on an old topic: fission. Wilson, who has won backing to create a company to realize his vision, explains why he's so excited about his innovative design for small modular fission reactors -- and why it could be the next big step in solving the global energy crisis.",TED2013,0:12:53,2/2013,4/30/13,14.22728704
614,Janine Benyus,Biomimicry in action,http://www.ted.com/talks/view/id/614,"Janine Benyus has a message for inventors: When solving a design problem, look to nature first. There you'll find inspired designs for making things waterproof, aerodynamic, solar-powered and more. Here she reveals dozens of new products that take their cue from nature with spectacular results.",TEDGlobal 2009,0:17:42,7/2009,8/6/09,13.9074943
1825,Benjamin Barber,Why mayors should rule the world,http://www.ted.com/talks/view/id/1825,"It often seems like federal-level politicians care more about creating gridlock than solving the world's problems. So who's actually getting bold things done? City mayors. So, political theorist Benjamin Barber suggests: Let's give them more control over global policy. Barber shows how these ""urban homeboys"" are solving pressing problems on their own turf -- and maybe in the world.",TEDGlobal 2013,0:18:05,6/2013,9/20/13,13.47540332
892,Charles Leadbeater,Education innovation in the slums,http://www.ted.com/talks/view/id/892,"Charles Leadbeater went looking for radical new forms of education -- and found them in the slums of Rio and Kibera, where some of the world's poorest kids are finding transformative new ways to learn. And this informal, disruptive new kind of school, he says, is what all schools need to become.",TEDSalon London 2010,0:18:58,4/2010,6/23/10,13.54123028
1447,Tali Sharot,The optimism bias,http://www.ted.com/talks/view/id/1447,"Are we born to be optimistic, rather than realistic? Tali Sharot shares new research that suggests our brains are wired to look on the bright side -- and how that can be both dangerous and beneficial.",TED2012,0:17:40,2/2012,5/14/12,14.49150548
174,Norman Foster,My green agenda for architecture,http://www.ted.com/talks/view/id/174,"Architect Norman Foster discusses his own work to show how computers can help architects design buildings that are green, beautiful and ""basically pollution-free."" From the 2007 DLD Conference, Munich; www.dld-conference.com",DLD 2007,0:31:57,1/2007,3/24/08,13.53566305
2779,Robert Sapolsky,The biology of our best and worst selves,http://www.ted.com/talks/view/id/2779,"How can humans be so compassionate and altruistic -- and also so brutal and violent? To understand why we do what we do, neuroscientist Robert Sapolsky looks at extreme context, examining actions on timescales from seconds to millions of years before they occurred. In this fascinating talk, he shares his cutting edge research into the biology that drives our worst and best behaviors.",TED2017,0:15:51,4/2017,5/9/17,13.43979841
